name,country,subcountry,geonameid,timezone
Ogre,Latvia,Ogre,457065,Europe/Riga
Liepāja,Latvia,Liepaja,457954,Europe/Riga
Jūrmala,Latvia,Jurmala,459201,Europe/Riga
Jelgava,Latvia,Jelgava,459279,Europe/Riga
Jēkabpils,Latvia,Jekabpils Municipality,459283,Europe/Riga
Daugavpils,Latvia,Daugavpils,460413,Europe/Riga
Mārupe,Latvia,Marupe,864723,Europe/Riga
Dārzciems,Latvia,Riga,13192644,Europe/Riga
Tobruk,Libya,Al Butnan,81302,Africa/Tripoli
Qaryat Sulūq,Libya,Banghazi,81604,Africa/Tripoli
Darnah,Libya,Darnah,87205,Africa/Tripoli
Benghazi,Libya,Banghazi,88319,Africa/Tripoli
Az Zuwaytīnah,Libya,Al Wahat,88380,Africa/Tripoli
At Tāj,Libya,Al Kufrah,88562,Africa/Tripoli
Al Qubbah,Libya,Darnah,88835,Africa/Tripoli
Al Marj,Libya,Al Marj,88903,Africa/Tripoli
Al Jawf,Libya,Al Kufrah,88962,Africa/Tripoli
Al Bayḑā’,Libya,Al Jabal al Akhdar,89055,Africa/Tripoli
Al Abyār,Libya,Al Marj,89087,Africa/Tripoli
Ajdabiya,Libya,Al Wahat,89113,Africa/Tripoli
Zuwarah,Libya,An Nuqat al Khams,2208425,Africa/Tripoli
Zliten,Libya,Misratah,2208485,Africa/Tripoli
Yafran,Libya,Jabal al Gharbi,2208791,Africa/Tripoli
Tarhuna,Libya,Al Marqab,2210221,Africa/Tripoli
Tripoli,Libya,Tripoli,2210247,Africa/Tripoli
Tājūrā’,Libya,Tripoli,2210394,Africa/Tripoli
Sirte,Libya,Surt,2210554,Africa/Tripoli
Şurmān,Libya,Az Zawiyah,2210560,Africa/Tripoli
Şabrātah,Libya,Az Zawiyah,2212771,Africa/Tripoli
Sabha,Libya,Sabha District,2212775,Africa/Tripoli
Sīdī Bin Zīnah,Libya,An Nuqat al Khams,2212882,Africa/Tripoli
Qaşr Khiyār,Libya,Tripoli,2213570,Africa/Tripoli
Qaşr Bin Ghashīr,Libya,Tripoli,2213618,Africa/Tripoli
Qaşr al Qarabūllī,Libya,Tripoli,2213695,Africa/Tripoli
Nālūt,Libya,Nalut,2214433,Africa/Tripoli
Murzuk,Libya,Murzuq District,2214603,Africa/Tripoli
Mizdah,Libya,Jabal al Gharbi,2214827,Africa/Tripoli
Misratah,Libya,Misratah,2214846,Africa/Tripoli
Al Burayqah,Libya,Al Wahat,2215210,Africa/Tripoli
Janzūr,Libya,Al Jafarah,2216349,Africa/Tripoli
Hūn,Libya,Al Jufrah,2216645,Africa/Tripoli
Zawiya,Libya,Az Zawiyah,2216885,Africa/Tripoli
Gharyan,Libya,Jabal al Gharbi,2217362,Africa/Tripoli
Brak,Libya,Wadi ash Shati',2218478,Africa/Tripoli
Bin Jawwād,Libya,Surt,2218562,Africa/Tripoli
Bani Walid,Libya,Misratah,2218840,Africa/Tripoli
Zintan,Libya,Jabal al Gharbi,2218963,Africa/Tripoli
Az Zāwīyah,Libya,Az Zawiyah,2218970,Africa/Tripoli
Az Zahrā’,Libya,Al Jafarah,2218983,Africa/Tripoli
Ubari,Libya,Wadi al Hayat,2219235,Africa/Tripoli
As Sawānī,Libya,Al Jafarah,2219356,Africa/Tripoli
Ar Rayāyinah,Libya,Jabal al Gharbi,2219471,Africa/Tripoli
An Nāşirīyah,Libya,Al Jafarah,2219591,Africa/Tripoli
Al Ajaylat,Libya,An Nuqat al Khams,2219701,Africa/Tripoli
Al Qawāsim,Libya,Jabal al Gharbi,2219736,Africa/Tripoli
Al Khums,Libya,Al Marqab,2219905,Africa/Tripoli
Al Jumayl,Libya,An Nuqat al Khams,2219936,Africa/Tripoli
Al Jadīd,Libya,Sabha District,2219960,Africa/Tripoli
Al Ḩurshah,Libya,Az Zawiyah,2219994,Africa/Tripoli
Al Ghurayfah,Libya,Wadi al Hayat,2220061,Africa/Tripoli
Al ‘Azīzīyah,Libya,Al Jafarah,2220139,Africa/Tripoli
Al Aşābi‘ah,Libya,Jabal al Gharbi,2220153,Africa/Tripoli
Shahhat,Libya,Al Jabal al Akhdar,7602388,Africa/Tripoli
Al-'Alūaṣ,Libya,Al Marqab,12687304,Africa/Tripoli
Qarqūzah,Libya,Az Zawiyah,12687305,Africa/Tripoli
Wādī 'Utbah,Libya,Murzuq District,12687308,Africa/Tripoli
Msalātah,Libya,Al Marqab,12687313,Africa/Tripoli
Smara,Morocco,Laayoune-Sakia El Hamra,2461874,Africa/Casablanca
Setti Fatma,Morocco,Marrakesh-Safi,2526239,Africa/Casablanca
Zawyat ech Cheïkh,Morocco,Beni Mellal-Khenifra,2526359,Africa/Casablanca
Zaïo,Morocco,Oriental,2526435,Africa/Casablanca
Zagora,Morocco,Draa-Tafilalet,2526452,Africa/Casablanca
Youssoufia,Morocco,Marrakesh-Safi,2526488,Africa/Casablanca
Tiznit,Morocco,Souss-Massa,2527089,Africa/Casablanca
Tit Mellil,Morocco,Casablanca-Settat,2527271,Africa/Casablanca
Tirhanimîne,Morocco,Tanger-Tetouan-Al Hoceima,2527645,Africa/Casablanca
Tinghir,Morocco,Draa-Tafilalet,2527915,Africa/Casablanca
Tiflet,Morocco,Rabat-Sale-Kenitra,2528659,Africa/Casablanca
Tétouan,Morocco,Tanger-Tetouan-Al Hoceima,2528910,Africa/Casablanca
Temara,Morocco,Rabat-Sale-Kenitra,2529013,Africa/Casablanca
Taza,Morocco,Fes-Meknes,2529317,Africa/Casablanca
Tata,Morocco,Souss-Massa,2529362,Africa/Casablanca
Taroudant,Morocco,Souss-Massa,2529649,Africa/Casablanca
Taourirt,Morocco,Oriental,2530048,Africa/Casablanca
Taounate,Morocco,Fes-Meknes,2530155,Africa/Casablanca
Tan-Tan,Morocco,Guelmim-Oued Noun,2530241,Africa/Casablanca
Tangier,Morocco,Tanger-Tetouan-Al Hoceima,2530335,Africa/Casablanca
Tamallalt,Morocco,Marrakesh-Safi,2530704,Africa/Casablanca
Tahla,Morocco,Fes-Meknes,2531480,Africa/Casablanca
Tabount,Morocco,Draa-Tafilalet,2532171,Africa/Casablanca
Souq Larb’a al Gharb,Morocco,Rabat-Sale-Kenitra,2532394,Africa/Casablanca
Souq Sebt Oulad Nemma,Morocco,Beni Mellal-Khenifra,2532412,Africa/Casablanca
Souk et Tnine Jorf el Mellah,Morocco,Rabat-Sale-Kenitra,2532421,Africa/Casablanca
Sidi Yahia El Gharb,Morocco,Rabat-Sale-Kenitra,2532822,Africa/Casablanca
Sidi Slimane,Morocco,Rabat-Sale-Kenitra,2532945,Africa/Casablanca
Sidi Rahal,Morocco,Casablanca-Settat,2533182,Africa/Casablanca
Sidi Kacem,Morocco,Rabat-Sale-Kenitra,2533191,Africa/Casablanca
Sidi Ifni,Morocco,Souss-Massa,2534515,Africa/Casablanca
Bouknadel,Morocco,Rabat-Sale-Kenitra,2535530,Africa/Casablanca
Sidi Bennour,Morocco,Casablanca-Settat,2536074,Africa/Casablanca
Sidi Allal El Bahraoui,Morocco,Rabat-Sale-Kenitra,2536392,Africa/Casablanca
Gueznaia,Morocco,Tanger-Tetouan-Al Hoceima,2537368,Africa/Casablanca
Settat,Morocco,Casablanca-Settat,2537406,Africa/Casablanca
Selouane,Morocco,Oriental,2537469,Africa/Casablanca
Zeghanghane,Morocco,Oriental,2537538,Africa/Casablanca
Sefrou,Morocco,Fes-Meknes,2537545,Africa/Casablanca
Sebt Gzoula,Morocco,Marrakesh-Safi,2537610,Africa/Casablanca
Salé,Morocco,Rabat-Sale-Kenitra,2537763,Africa/Casablanca
Safi,Morocco,Marrakesh-Safi,2537881,Africa/Casablanca
Reçani,Morocco,Draa-Tafilalet,2538027,Africa/Casablanca
Rich,Morocco,Draa-Tafilalet,2538059,Africa/Casablanca
Ras el Ma,Morocco,Fes-Meknes,2538401,Africa/Casablanca
Rabat,Morocco,Rabat-Sale-Kenitra,2538475,Africa/Casablanca
Outat Oulad Al Haj,Morocco,Fes-Meknes,2538573,Africa/Casablanca
Oulmes,Morocco,Rabat-Sale-Kenitra,2538898,Africa/Casablanca
Oulad Teïma,Morocco,Souss-Massa,2539134,Africa/Casablanca
Oulad Tayeb,Morocco,Fes-Meknes,2539139,Africa/Casablanca
Oulad Barhil,Morocco,Souss-Massa,2540180,Africa/Casablanca
Oulad Ayad,Morocco,Beni Mellal-Khenifra,2540207,Africa/Casablanca
Oujda,Morocco,Oriental,2540483,Africa/Casablanca
Oued Zem,Morocco,Beni Mellal-Khenifra,2540689,Africa/Casablanca
Ouezzane,Morocco,Tanger-Tetouan-Al Hoceima,2540810,Africa/Casablanca
Ouarzazate,Morocco,Draa-Tafilalet,2540850,Africa/Casablanca
Zawyat an Nwaçer,Morocco,Casablanca-Settat,2541210,Africa/Casablanca
Nador,Morocco,Oriental,2541479,Africa/Casablanca
Al Aaroui,Morocco,Oriental,2542013,Africa/Casablanca
Mohammedia,Morocco,Casablanca-Settat,2542051,Africa/Casablanca
Missour,Morocco,Fes-Meknes,2542147,Africa/Casablanca
Midelt,Morocco,Beni Mellal-Khenifra,2542227,Africa/Casablanca
Midar,Morocco,Oriental,2542230,Africa/Casablanca
Meknes,Morocco,Fes-Meknes,2542715,Africa/Casablanca
Mehdya,Morocco,Rabat-Sale-Kenitra,2542768,Africa/Casablanca
Mediouna,Morocco,Casablanca-Settat,2542826,Africa/Casablanca
Mechraa Bel Ksiri,Morocco,Rabat-Sale-Kenitra,2542866,Africa/Casablanca
Mdiq,Morocco,Tanger-Tetouan-Al Hoceima,2542898,Africa/Casablanca
Martil,Morocco,Tanger-Tetouan-Al Hoceima,2542987,Africa/Casablanca
Marrakesh,Morocco,Marrakesh-Safi,2542997,Africa/Casablanca
Larache,Morocco,Tanger-Tetouan-Al Hoceima,2543549,Africa/Casablanca
Lalla Mimouna,Morocco,Rabat-Sale-Kenitra,2543667,Africa/Casablanca
Ksar El Kebir,Morocco,Tanger-Tetouan-Al Hoceima,2544001,Africa/Casablanca
Khouribga,Morocco,Beni Mellal-Khenifra,2544248,Africa/Casablanca
Khenifra,Morocco,Beni Mellal-Khenifra,2544333,Africa/Casablanca
Kenitra,Morocco,Rabat-Sale-Kenitra,2544571,Africa/Casablanca
Kasba Tadla,Morocco,Beni Mellal-Khenifra,2544720,Africa/Casablanca
Karia Ba Mohamed,Morocco,Fes-Meknes,2544821,Africa/Casablanca
Jerada,Morocco,Oriental,2545017,Africa/Casablanca
Mrirt,Morocco,Beni Mellal-Khenifra,2545069,Africa/Casablanca
Inezgane,Morocco,Souss-Massa,2545957,Africa/Casablanca
Imouzzer Kandar,Morocco,Fes-Meknes,2546028,Africa/Casablanca
Imi-n-Tanout,Morocco,Marrakesh-Safi,2546128,Africa/Casablanca
Ifrane,Morocco,Fes-Meknes,2546917,Africa/Casablanca
Guercif,Morocco,Fes-Meknes,2548489,Africa/Casablanca
Guelmim,Morocco,Guelmim-Oued Noun,2548526,Africa/Casablanca
Goulmima,Morocco,Draa-Tafilalet,2548623,Africa/Casablanca
Fnidek,Morocco,Tanger-Tetouan-Al Hoceima,2548818,Africa/Casablanca
Al Fqih Ben Çalah,Morocco,Beni Mellal-Khenifra,2548830,Africa/Casablanca
New Fes,Morocco,Fes-Meknes,2548878,Africa/Casablanca
Fès al Bali,Morocco,Fes-Meknes,2548880,Africa/Casablanca
Fes,Morocco,Fes-Meknes,2548885,Africa/Casablanca
Essaouira,Morocco,Marrakesh-Safi,2549263,Africa/Casablanca
Arfoud,Morocco,Draa-Tafilalet,2549356,Africa/Casablanca
El Ksiba,Morocco,Beni Mellal-Khenifra,2549750,Africa/Casablanca
El Kelaa des Srarhna,Morocco,Marrakesh-Safi,2549979,Africa/Casablanca
Kelaat Mgouna,Morocco,Draa-Tafilalet,2549981,Africa/Casablanca
El Jadida,Morocco,Casablanca-Settat,2550078,Africa/Casablanca
El Harhoura,Morocco,Rabat-Sale-Kenitra,2550162,Africa/Casablanca
El Hajeb,Morocco,Fes-Meknes,2550252,Africa/Casablanca
El Gara,Morocco,Casablanca-Settat,2550419,Africa/Casablanca
Al Brouj,Morocco,Casablanca-Settat,2550547,Africa/Casablanca
El Aïoun,Morocco,Oriental,2550806,Africa/Casablanca
Imzouren,Morocco,Tanger-Tetouan-Al Hoceima,2550898,Africa/Casablanca
Driouch,Morocco,Oriental,2550985,Africa/Casablanca
Douar Toulal,Morocco,Fes-Meknes,2551147,Africa/Casablanca
Ad Darwa,Morocco,Casablanca-Settat,2552292,Africa/Casablanca
Demnate,Morocco,Beni Mellal-Khenifra,2552317,Africa/Casablanca
Dar Bouazza,Morocco,Casablanca-Settat,2552615,Africa/Casablanca
Chichaoua,Morocco,Marrakesh-Safi,2553303,Africa/Casablanca
Echemmaia Est,Morocco,Marrakesh-Safi,2553382,Africa/Casablanca
Chefchaouen,Morocco,Tanger-Tetouan-Al Hoceima,2553455,Africa/Casablanca
Casablanca,Morocco,Casablanca-Settat,2553604,Africa/Casablanca
Bouznika,Morocco,Casablanca-Settat,2553751,Africa/Casablanca
Bouskoura,Morocco,Casablanca-Settat,2554006,Africa/Casablanca
Boumia,Morocco,Beni Mellal-Khenifra,2554281,Africa/Casablanca
Bou Izakarn,Morocco,Guelmim-Oued Noun,2554594,Africa/Casablanca
Bouarfa,Morocco,Oriental,2555157,Africa/Casablanca
Bir Jdid,Morocco,Casablanca-Settat,2555342,Africa/Casablanca
Berkane,Morocco,Oriental,2555467,Africa/Casablanca
Ben Taieb,Morocco,Oriental,2555504,Africa/Casablanca
Benslimane,Morocco,Casablanca-Settat,2555519,Africa/Casablanca
Ben Jerrar,Morocco,Souss-Massa,2555567,Africa/Casablanca
Beni Mellal,Morocco,Beni Mellal-Khenifra,2555745,Africa/Casablanca
Beni Enzar,Morocco,Oriental,2555882,Africa/Casablanca
Ben Guerir,Morocco,Marrakesh-Safi,2556018,Africa/Casablanca
Ben Ahmed,Morocco,Casablanca-Settat,2556076,Africa/Casablanca
Berrechid,Morocco,Casablanca-Settat,2556272,Africa/Casablanca
Azrou,Morocco,Fes-Meknes,2556464,Africa/Casablanca
Azilal,Morocco,Beni Mellal-Khenifra,2556570,Africa/Casablanca
Azemmour,Morocco,Casablanca-Settat,2556657,Africa/Casablanca
Assa,Morocco,Guelmim-Oued Noun,2556996,Africa/Casablanca
Asilah,Morocco,Tanger-Tetouan-Al Hoceima,2557055,Africa/Casablanca
Aourir,Morocco,Souss-Massa,2557500,Africa/Casablanca
Aoulouz,Morocco,Souss-Massa,2557533,Africa/Casablanca
Amizmiz,Morocco,Marrakesh-Safi,2558052,Africa/Casablanca
El Mansouria,Morocco,Casablanca-Settat,2558428,Africa/Casablanca
Beni Yakhlef,Morocco,Casablanca-Settat,2558436,Africa/Casablanca
Khemisset,Morocco,Rabat-Sale-Kenitra,2558470,Africa/Casablanca
Al Hoceïma,Morocco,Tanger-Tetouan-Al Hoceima,2558545,Africa/Casablanca
Ait Yazza,Morocco,Souss-Massa,2558844,Africa/Casablanca
Ait Ourir,Morocco,Marrakesh-Safi,2559217,Africa/Casablanca
Aïn Taoujdat,Morocco,Fes-Meknes,2560774,Africa/Casablanca
Aïn Harrouda,Morocco,Casablanca-Settat,2560841,Africa/Casablanca
Aïn Beni Mathar,Morocco,Oriental,2560922,Africa/Casablanca
Ain El Aouda,Morocco,Rabat-Sale-Kenitra,2560939,Africa/Casablanca
Ahfir,Morocco,Oriental,2561124,Africa/Casablanca
Aguelmous,Morocco,Beni Mellal-Khenifra,2561290,Africa/Casablanca
Agouraï,Morocco,Fes-Meknes,2561358,Africa/Casablanca
Agadir,Morocco,Souss-Massa,2561668,Africa/Casablanca
Skhirate,Morocco,Rabat-Sale-Kenitra,2562055,Africa/Casablanca
Ribat Al Khayr,Morocco,Fes-Meknes,2596460,Africa/Casablanca
Boujniba,Morocco,Beni Mellal-Khenifra,6546693,Africa/Casablanca
Errachidia,Morocco,Draa-Tafilalet,7280528,Africa/Casablanca
Tamesna,Morocco,Rabat-Sale-Kenitra,8299790,Africa/Casablanca
Tamansourt,Morocco,Marrakesh-Safi,8504943,Africa/Casablanca
Dakhla,Morocco,Souss-Massa,8542188,Africa/Casablanca
Dchira El Jihadia,Morocco,Souss-Massa,10374906,Africa/Casablanca
Ait Melloul,Morocco,Souss-Massa,10374934,Africa/Casablanca
Tine Biougra,Morocco,Souss-Massa,10374981,Africa/Casablanca
Lqoliaa,Morocco,Souss-Massa,10375044,Africa/Casablanca
Oadar Temsia,Morocco,Souss-Massa,10375138,Africa/Casablanca
My Drarga,Morocco,Souss-Massa,10375207,Africa/Casablanca
Sidi Taibi,Morocco,Rabat-Sale-Kenitra,10797349,Africa/Casablanca
Salé Al Jadida,Morocco,Rabat-Sale-Kenitra,10920963,Africa/Casablanca
Bni Bouayach,Morocco,Tanger-Tetouan-Al Hoceima,10958491,Africa/Casablanca
Sabaa Aiyoun,Morocco,Fes-Meknes,11025266,Africa/Casablanca
Bejaâd,Morocco,Beni Mellal-Khenifra,12718663,Africa/Casablanca
Moulay Ali Cherif,Morocco,Draa-Tafilalet,12718664,Africa/Casablanca
Ouislane,Morocco,Fes-Meknes,12718669,Africa/Casablanca
Had Soualem,Morocco,Casablanca-Settat,12718675,Africa/Casablanca
Lahraouyine,Morocco,Casablanca-Settat,12718676,Africa/Casablanca
Méchouar-Kasba,Morocco,Marrakesh-Safi,12718680,Africa/Casablanca
Laâttaouia,Morocco,Marrakesh-Safi,12718681,Africa/Casablanca
Sidi Slimane Echcharaa,Morocco,Oriental,12718684,Africa/Casablanca
Mers El Kheir,Morocco,Rabat-Sale-Kenitra,12718686,Africa/Casablanca
Aïn Attig,Morocco,Rabat-Sale-Kenitra,12718687,Africa/Casablanca
Souk El Arbaa,Morocco,Rabat-Sale-Kenitra,12718688,Africa/Casablanca
Monte-Carlo,Monaco,Municipality of Monaco,2992741,Europe/Monaco
Monaco,Monaco,Municipality of Monaco,2993458,Europe/Monaco
Edineţ,"Moldova, Republic of",Raionul Edinet,617076,Europe/Chisinau
Ungheni,"Moldova, Republic of",Ungheni,617180,Europe/Chisinau
Tiraspol,"Moldova, Republic of",Transnistria,617239,Europe/Chisinau
Strășeni,"Moldova, Republic of",Straseni,617302,Europe/Chisinau
Bilicenii Vechi,"Moldova, Republic of",Singerei,617345,Europe/Chisinau
Soroca,"Moldova, Republic of",Soroca District,617367,Europe/Chisinau
Slobozia,"Moldova, Republic of",Transnistria,617381,Europe/Chisinau
Rîbniţa,"Moldova, Republic of",Transnistria,617486,Europe/Chisinau
Orhei,"Moldova, Republic of",Orhei,617638,Europe/Chisinau
Hînceşti,"Moldova, Republic of",Hincesti,617993,Europe/Chisinau
Codru,"Moldova, Republic of",Chisinau Municipality,618054,Europe/Chisinau
Căuşeni,"Moldova, Republic of",Causeni,618120,Europe/Chisinau
Floreşti,"Moldova, Republic of",Floresti,618329,Europe/Chisinau
Dubăsari,"Moldova, Republic of",Transnistria,618365,Europe/Chisinau
Drochia,"Moldova, Republic of",Drochia,618370,Europe/Chisinau
Comrat,"Moldova, Republic of",Gagauzia,618405,Europe/Chisinau
Chisinau,"Moldova, Republic of",Chisinau Municipality,618426,Europe/Chisinau
Ceadîr-Lunga,"Moldova, Republic of",Gagauzia,618450,Europe/Chisinau
Cahul,"Moldova, Republic of",Cahul,618456,Europe/Chisinau
Bender,"Moldova, Republic of",Bender Municipality,618577,Europe/Chisinau
Bălţi,"Moldova, Republic of",Balti,618605,Europe/Chisinau
Podgorica,Montenegro,Podgorica,3193044,Europe/Podgorica
Pljevlja,Montenegro,Pljevlja,3193161,Europe/Podgorica
Nikšić,Montenegro,Opstina Niksic,3194494,Europe/Podgorica
Herceg Novi,Montenegro,Herceg Novi,3199394,Europe/Podgorica
Cetinje,Montenegro,Cetinje,3202641,Europe/Podgorica
Budva,Montenegro,Budva,3203106,Europe/Podgorica
Bijelo Polje,Montenegro,Bijelo Polje,3204176,Europe/Podgorica
Bar,Montenegro,Bar,3204509,Europe/Podgorica
Marigot,Saint Martin (French part),,3578851,America/Marigot
Toamasina,Madagascar,Atsinanana,1053384,Indian/Antananarivo
Vondrozo,Madagascar,Atsimo-Atsinanana,1053507,Indian/Antananarivo
Vohipeno,Madagascar,Fitovinany Region,1053765,Indian/Antananarivo
Vohipaho,Madagascar,Atsimo-Atsinanana,1053778,Indian/Antananarivo
Vohibinany,Madagascar,Atsinanana,1054035,Indian/Antananarivo
Vavatenina,Madagascar,Analanjirofo,1054192,Indian/Antananarivo
Vatomandry,Madagascar,Atsinanana,1054257,Indian/Antananarivo
Vangaindrano,Madagascar,Atsimo-Atsinanana,1054329,Indian/Antananarivo
Tsiroanomandidy,Madagascar,Bongolava,1054463,Indian/Antananarivo
Tsiombe,Madagascar,Androy,1054500,Indian/Antananarivo
Tsaratanana,Madagascar,Betsiboka,1055059,Indian/Antananarivo
Toliara,Madagascar,Atsimo-Andrefana,1055429,Indian/Antananarivo
Tôlanaro,Madagascar,Anosy,1055433,Indian/Antananarivo
Soavinandriana,Madagascar,Itasy,1056151,Indian/Antananarivo
Soanindrariny,Madagascar,Vakinankaratra,1056381,Indian/Antananarivo
Soanierana Ivongo,Madagascar,Analanjirofo,1056386,Indian/Antananarivo
Soalala,Madagascar,Boeny,1056487,Indian/Antananarivo
Sitampiky,Madagascar,Boeny,1056531,Indian/Antananarivo
Sambava,Madagascar,Sava,1056899,Indian/Antananarivo
Sakaraha,Madagascar,Atsimo-Andrefana,1057095,Indian/Antananarivo
Sahavato,Madagascar,Vatovavy Region,1057277,Indian/Antananarivo
Sadabe,Madagascar,Analamanga,1057688,Indian/Antananarivo
Boriziny,Madagascar,Sofia,1057996,Indian/Antananarivo
Nosy Varika,Madagascar,Vatovavy Region,1058080,Indian/Antananarivo
Morondava,Madagascar,Menabe,1058381,Indian/Antananarivo
Morombe,Madagascar,Atsimo-Andrefana,1058390,Indian/Antananarivo
Moramanga,Madagascar,Alaotra Mangoro,1058532,Indian/Antananarivo
Miandrivazo,Madagascar,Menabe,1059051,Indian/Antananarivo
Miandrarivo,Madagascar,Vakinankaratra,1059059,Indian/Antananarivo
Marovoay,Madagascar,Boeny,1059507,Indian/Antananarivo
Marolambo,Madagascar,Atsinanana,1060007,Indian/Antananarivo
Maroantsetra,Madagascar,Analanjirofo,1060283,Indian/Antananarivo
Manjakandriana,Madagascar,Analamanga,1060673,Indian/Antananarivo
Mananjary,Madagascar,Vatovavy Region,1061335,Indian/Antananarivo
Mananara,Madagascar,Analanjirofo,1061412,Indian/Antananarivo
Manakara,Madagascar,Fitovinany Region,1061605,Indian/Antananarivo
Mampikony,Madagascar,Sofia,1061700,Indian/Antananarivo
Maintirano,Madagascar,Melaky,1061912,Indian/Antananarivo
Mahanoro,Madagascar,Atsinanana,1062553,Indian/Antananarivo
Mahajanga,Madagascar,Boeny,1062663,Indian/Antananarivo
Maevatanana,Madagascar,Betsiboka,1062842,Indian/Antananarivo
Ivato,Madagascar,Analamanga,1063858,Indian/Antananarivo
Imerintsiatosika,Madagascar,Itasy,1064121,Indian/Antananarivo
Ikongo,Madagascar,Fitovinany Region,1064234,Indian/Antananarivo
Ikalamavony,Madagascar,Upper Matsiatra,1064258,Indian/Antananarivo
Ihosy,Madagascar,Ihorombe,1064275,Indian/Antananarivo
Iharan̈a,Madagascar,Sava,1064311,Indian/Antananarivo
Ifanadiana,Madagascar,Vatovavy Region,1064366,Indian/Antananarivo
Fianarantsoa,Madagascar,Upper Matsiatra,1064890,Indian/Antananarivo
Fenoarivo Be,Madagascar,Bongolava,1064978,Indian/Antananarivo
Fenoarivo Atsinanana,Madagascar,Analanjirofo,1064980,Indian/Antananarivo
Faratsiho,Madagascar,Vakinankaratra,1065140,Indian/Antananarivo
Farafangana,Madagascar,Atsimo-Atsinanana,1065158,Indian/Antananarivo
Fandriana,Madagascar,Amoron'i Mania,1065222,Indian/Antananarivo
Betroka,Madagascar,Anosy,1066248,Indian/Antananarivo
Betioky,Madagascar,Atsimo-Andrefana,1066310,Indian/Antananarivo
Betafo,Madagascar,Vakinankaratra,1066514,Indian/Antananarivo
Beroroha,Madagascar,Atsimo-Andrefana,1066831,Indian/Antananarivo
Belo sur Tsiribihina,Madagascar,Menabe,1067531,Indian/Antananarivo
Beloha,Madagascar,Androy,1067565,Indian/Antananarivo
Bekily,Madagascar,Androy,1067982,Indian/Antananarivo
Befandriana,Madagascar,Sofia,1068387,Indian/Antananarivo
Bealanana,Madagascar,Sofia,1068670,Indian/Antananarivo
Arivonimamo,Madagascar,Itasy,1068865,Indian/Antananarivo
Antsohimbondrona,Madagascar,Diana,1068955,Indian/Antananarivo
Antsohihy,Madagascar,Sofia,1068971,Indian/Antananarivo
Antsiranana,Madagascar,Diana,1069129,Indian/Antananarivo
Antsirabe,Madagascar,Vakinankaratra,1069166,Indian/Antananarivo
Antsalova,Madagascar,Melaky,1069579,Indian/Antananarivo
Antanifotsy,Madagascar,Vakinankaratra,1070661,Indian/Antananarivo
Antananarivo,Madagascar,Analamanga,1070940,Indian/Antananarivo
Antalaha,Madagascar,Sava,1071296,Indian/Antananarivo
Ankazondandy,Madagascar,Analamanga,1072711,Indian/Antananarivo
Ankazobe,Madagascar,Analamanga,1072849,Indian/Antananarivo
Ankazoabo,Madagascar,Atsimo-Andrefana,1072879,Indian/Antananarivo
Anjozorobe,Madagascar,Analamanga,1073482,Indian/Antananarivo
Hell-Ville,Madagascar,Diana,1076105,Indian/Antananarivo
Andilamena,Madagascar,Alaotra Mangoro,1076194,Indian/Antananarivo
Andapa,Madagascar,Sava,1076454,Indian/Antananarivo
Ampasimanolotra,Madagascar,Atsinanana,1078171,Indian/Antananarivo
Amparafaravola,Madagascar,Alaotra Mangoro,1078446,Indian/Antananarivo
Ampanihy,Madagascar,Atsimo-Andrefana,1078553,Indian/Antananarivo
Ampahana,Madagascar,Sava,1078966,Indian/Antananarivo
Ambovombe,Madagascar,Androy,1079048,Indian/Antananarivo
Ambositra,Madagascar,Amoron'i Mania,1079088,Indian/Antananarivo
Ambohitrolomahitsy,Madagascar,Analamanga,1079777,Indian/Antananarivo
Ambohidratrimo,Madagascar,Analamanga,1080522,Indian/Antananarivo
Ambodifotatra,Madagascar,Analanjirofo,1081530,Indian/Antananarivo
Amboasary,Madagascar,Anosy,1081790,Indian/Antananarivo
Amboanjo,Madagascar,Fitovinany Region,1081863,Indian/Antananarivo
Ambilobe,Madagascar,Diana,1082243,Indian/Antananarivo
Ambatondrazaka,Madagascar,Alaotra Mangoro,1082639,Indian/Antananarivo
Ambatolampy,Madagascar,Vakinankaratra,1082992,Indian/Antananarivo
Ambatofinandrahana,Madagascar,Amoron'i Mania,1083239,Indian/Antananarivo
Ambato Boeny,Madagascar,Boeny,1083257,Indian/Antananarivo
Ambarakaraka,Madagascar,Diana,1083676,Indian/Antananarivo
Ambanja,Madagascar,Diana,1083724,Indian/Antananarivo
Ambalavao,Madagascar,Upper Matsiatra,1083968,Indian/Antananarivo
Alarobia,Madagascar,Analamanga,1084740,Indian/Antananarivo
Majuro,Marshall Islands,Majuro Atoll,2113779,Pacific/Majuro
Zelino,North Macedonia,Zhelino,783926,Europe/Skopje
Vinica,North Macedonia,Vinica,784424,Europe/Skopje
Veles,North Macedonia,Veles,785058,Europe/Skopje
Tetovo,North Macedonia,Tetovo,785082,Europe/Skopje
Tearce,North Macedonia,Tearce,785113,Europe/Skopje
Studeničani,North Macedonia,Studenichani,785345,Europe/Skopje
Strumica,North Macedonia,Strumica,785380,Europe/Skopje
Struga,North Macedonia,Struga,785387,Europe/Skopje
Shtip,North Macedonia,Shtip,785482,Europe/Skopje
Skopje,North Macedonia,Grad Skopje,785842,Europe/Skopje
Saraj,North Macedonia,Grad Skopje,786093,Europe/Skopje
